bathrooms,floor,price,price_m2,rooms,size,latitude,longitude,floor_was_missing,price_cut
4.0,1.0,399000.0,2660.0,4.0,150.0,40.4865404,-3.3667327,False,"(380000.0, 450000.0]"
2.0,2.0,177000.0,1863.0000000000002,3.0,95.0,40.2290123,-3.7584041,False,"(165000.0, 178000.0]"
1.0,3.0,92260.0,1111.0,3.0,83.0,40.50268030000001,-3.7392443,False,"(19999.999, 93000.0]"
1.0,2.4203319502074687,40000.0,666000.0,1.0,60.0,40.6028008,-4.1333868,True,"(19999.999, 93000.0]"
1.0,2.4203319502074687,155000.0,1550.0,3.0,100.0,40.29678029999999,-3.7926281,True,"(143417.5, 155000.0]"
5.0,2.4203319502074687,1700000.0,7692.0,3.0,221.0,40.4548456,-3.6946218,True,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,151000.0,2475.0,1.0,61.0,40.3794958,-3.6230061,True,"(143417.5, 155000.0]"
2.0,1.0,472000.0,4582.0,3.0,103.0,40.4040639,-3.6921775,False,"(450000.0, 550000.0]"
1.0,2.4203319502074687,178500.0,2625.0,1.0,68.0,40.6743451,-4.0920532,True,"(178000.0, 190000.0]"
2.0,2.4203319502074687,165000.0,1320.0,3.0,125.0,40.2302989,-3.5933781,True,"(155000.0, 165000.0]"
1.0,1.0,265000.0,3785.0,2.0,70.0,40.4935329,-3.8757916,False,"(257000.0, 288800.0]"
4.0,2.4203319502074687,2150000.0,5972.0,4.0,360.0,40.46452559999999,-3.683678,True,"(1095000.0, 19220600.0]"
2.0,7.0,219900.0,1475.0,3.0,149.0,40.2290123,-3.7584041,False,"(209000.0, 230000.0]"
2.0,3.0,950000.0,5307.0,4.0,179.0,40.4272055,-3.674285199999999,False,"(715000.0, 1095000.0]"
2.0,3.0,206695.0,2225.0,3.0,93.0,40.4609233,-3.4408981,False,"(190000.0, 209000.0]"
2.0,4.0,185000.0,2176.0,3.0,85.0,40.247004,-3.7698647,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,116000.0,1008.0,2.0,115.0,40.6383169,-3.4534381,True,"(110000.0, 124000.0]"
1.0,2.4203319502074687,67000.0,1810.0,1.0,37.0,40.2868528,-4.013132,True,"(19999.999, 93000.0]"
1.0,3.0,142000.0,3944.0,1.0,36.0,40.3822368,-3.7134357,False,"(133900.0, 143417.5]"
1.0,3.0,260000.0,6190.0,1.0,42.0,40.4237979,-3.679259699999999,False,"(257000.0, 288800.0]"
2.0,3.0,169542.0,1646.0,4.0,103.0,40.63456619999999,-4.0172443,False,"(165000.0, 178000.0]"
5.0,2.4203319502074687,4200000.0,8917.0,5.0,471.0,40.4223818,-3.6921742,True,"(1095000.0, 19220600.0]"
3.0,4.0,535000.0,3074.0,3.0,174.0,40.4751152,-3.8506899,False,"(450000.0, 550000.0]"
2.0,2.0,225000.0,1956.0,3.0,115.0,40.2545299,-3.8209683,False,"(209000.0, 230000.0]"
1.0,2.0,108100.0,1351.0,3.0,80.0,40.3580794,-3.7822302,False,"(93000.0, 110000.0]"
2.0,2.4203319502074687,301300.0,2418.0,4.0,125.0,40.3600866,-3.593182399999999,True,"(288800.0, 330000.0]"
2.0,2.4203319502074687,95000.0,950000.0,3.0,100.0,40.2302989,-3.5933781,True,"(93000.0, 110000.0]"
1.0,1.0,175000.0,3500.0,2.0,50.0,40.4692645,-3.7015715,False,"(165000.0, 178000.0]"
2.0,5.0,179000.0,2753.0,1.0,65.0,40.4105988,-3.7026214,False,"(178000.0, 190000.0]"
2.0,0.0,459000.0,2340.9999999999995,3.0,196.0,40.4935329,-3.8757916,False,"(450000.0, 550000.0]"
1.0,2.4203319502074687,105000.0,1381.0,2.0,76.0,40.1601583,-3.614397,True,"(93000.0, 110000.0]"
2.0,2.0,174990.0,1590.0,3.0,110.0,40.2222971,-3.758777,False,"(165000.0, 178000.0]"
2.0,0.0,740000.0,5285.0,2.0,140.0,40.4382203,-3.6353769,False,"(715000.0, 1095000.0]"
2.0,2.0,485500.0,4149.0,4.0,117.0,40.4429407,-3.66945,False,"(450000.0, 550000.0]"
1.0,1.0,60640.0,1102.0,2.0,55.0,40.2052775,-3.5811635,False,"(19999.999, 93000.0]"
2.0,2.4203319502074687,65100.0,1103.0,2.0,59.0,40.1326336,-3.3390699,True,"(19999.999, 93000.0]"
1.0,1.0,72450.0,966000.0,3.0,75.0,40.361753,-4.331478199999999,False,"(19999.999, 93000.0]"
2.0,2.4203319502074687,364000.0,2656.0,2.0,137.0,40.508512,-3.915241,True,"(330000.0, 380000.0]"
1.0,2.0,110500.0,1284.0,3.0,86.0,40.4315527,-3.2994175,False,"(110000.0, 124000.0]"
2.0,2.4203319502074687,248900.0,2109.0,3.0,118.0,40.2373062,-3.7739869,True,"(230000.0, 257000.0]"
1.0,2.4203319502074687,149000.0,2191.0,2.0,68.0,40.4361723,-3.6371661,True,"(143417.5, 155000.0]"
1.0,2.0,165000.0,2229.0,2.0,74.0,40.4018524,-3.7364566,False,"(155000.0, 165000.0]"
2.0,2.4203319502074687,181000.0,1483.0,3.0,122.0,40.48049169999999,-3.3930413,True,"(178000.0, 190000.0]"
2.0,2.4203319502074687,164900.0,1851.9999999999998,2.0,89.0,40.3390034,-3.3833163,True,"(155000.0, 165000.0]"
2.0,2.4203319502074687,293000.0,2525.0,4.0,116.0,40.39390789999999,-3.7071643,True,"(288800.0, 330000.0]"
1.0,4.0,120000.0,2400.0,2.0,50.0,40.4051736,-3.7373732,False,"(110000.0, 124000.0]"
2.0,5.0,175160.0,1190.9999999999998,3.0,147.0,40.2290123,-3.7584041,False,"(165000.0, 178000.0]"
2.0,2.4203319502074687,698000.0,4653.000000000001,3.0,150.0,40.4293224,-3.7166358,True,"(550000.0, 715000.0]"
2.0,6.0,275000.0,2391.0,4.0,115.0,40.2889567,-3.8186201,False,"(257000.0, 288800.0]"
1.0,3.0,144990.0,2416.0,2.0,60.0,40.7763287,-3.5735979,False,"(143417.5, 155000.0]"
2.0,4.0,186000.0,1823.0000000000002,3.0,102.0,40.6289033,-4.0096303,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,153500.0,2045.9999999999998,3.0,75.0,40.3236782,-3.8684318,True,"(143417.5, 155000.0]"
1.0,2.4203319502074687,109000.0,1786.0,1.0,61.0,40.3777237,-3.7154388,True,"(93000.0, 110000.0]"
4.0,2.4203319502074687,3120000.0,7898.0,4.0,395.0,40.415072,-3.6932785,True,"(1095000.0, 19220600.0]"
2.0,3.0,800000.0,5161.000000000001,3.0,155.0,40.4328827,-3.6933358,False,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,115000.0,1236.0,2.0,93.0,40.4049835,-3.363054,True,"(110000.0, 124000.0]"
2.0,2.4203319502074687,325000.0,3651.0000000000005,2.0,89.0,40.4531035,-3.708353,True,"(288800.0, 330000.0]"
2.0,2.4203319502074687,410000.0,3228.0,4.0,127.0,40.4771592,-3.7119094,True,"(380000.0, 450000.0]"
2.0,4.0,375000.0,3503.9999999999995,3.0,107.0,40.4095606,-3.6315956,False,"(330000.0, 380000.0]"
1.0,0.0,119000.0,2975.0,1.0,40.0,40.4599365,-3.6996242,False,"(110000.0, 124000.0]"
1.0,0.0,149158.0,1639.0,3.0,91.0,40.295328,-4.011354,False,"(143417.5, 155000.0]"
1.0,2.4203319502074687,148900.0,2326.0,3.0,64.0,40.32579399999999,-3.881789,True,"(143417.5, 155000.0]"
1.0,2.4203319502074687,117000.0,2720.0,2.0,43.0,40.6710329,-3.7733606,True,"(110000.0, 124000.0]"
1.0,2.0,134000.0,2528.0,1.0,53.0,40.6308775,-4.0055605,False,"(133900.0, 143417.5]"
1.0,2.4203319502074687,128000.0,1706.0,4.0,75.0,40.2930236,-3.7857758,True,"(124000.0, 133900.0]"
3.0,3.0,670000.0,3641.0,3.0,184.0,40.47742119999999,-3.6754736,False,"(550000.0, 715000.0]"
1.0,2.4203319502074687,135000.0,1500.0,3.0,90.0,40.2864475,-3.8058734,True,"(133900.0, 143417.5]"
2.0,3.0,535035.0,3992.0,5.0,134.0,40.421232,-3.7160056,False,"(450000.0, 550000.0]"
1.0,2.4203319502074687,300000.0,4918.0,2.0,61.0,40.4301418,-3.6802139,True,"(288800.0, 330000.0]"
1.0,2.4203319502074687,225000.0,5357.0,2.0,42.0,40.4230597,-3.668748699999999,True,"(209000.0, 230000.0]"
1.0,2.0,109000.0,1815.9999999999998,2.0,60.0,40.482817,-3.350878,False,"(93000.0, 110000.0]"
1.0,2.0,120000.0,1845.9999999999998,1.0,65.0,40.4249544,-3.706624499999999,False,"(110000.0, 124000.0]"
3.0,2.4203319502074687,960000.0,3555.0,5.0,270.0,40.4493406,-3.6968337,True,"(715000.0, 1095000.0]"
2.0,5.0,167990.0,1527.0,3.0,110.0,40.2373062,-3.7739869,False,"(165000.0, 178000.0]"
2.0,2.4203319502074687,460000.0,4298.999999999999,3.0,107.0,40.465735,-3.7215779,True,"(450000.0, 550000.0]"
4.0,2.4203319502074687,1570000.0,8440.0,5.0,186.0,40.4533356,-3.689516999999999,True,"(1095000.0, 19220600.0]"
2.0,2.4203319502074687,187400.0,2015.0000000000002,2.0,93.0,40.4001889,-3.6577556,True,"(178000.0, 190000.0]"
1.0,2.4203319502074687,261000.0,4745.0,1.0,55.0,40.4449704,-3.6748911,True,"(257000.0, 288800.0]"
2.0,2.4203319502074687,190000.0,1900.0,3.0,100.0,40.3218439,-3.854901799999999,True,"(178000.0, 190000.0]"
1.0,2.4203319502074687,79174.0,2139.0000000000005,1.0,37.0,40.2289518,-3.992088,True,"(19999.999, 93000.0]"
4.0,2.4203319502074687,890000.0,3869.0,5.0,230.0,40.4635518,-3.8483389,True,"(715000.0, 1095000.0]"
1.0,2.4203319502074687,780000.0,8041.0,1.0,97.0,40.4490213,-3.6866813,True,"(715000.0, 1095000.0]"
2.0,1.0,349800.0,3606.0000000000005,3.0,97.0,40.4115165,-3.7076445,False,"(330000.0, 380000.0]"
2.0,2.4203319502074687,750000.0,4838.0,4.0,155.0,40.4039261,-3.7065492,True,"(715000.0, 1095000.0]"
1.0,0.0,100000.0,1538.0,3.0,65.0,40.47454099999999,-3.3774882,False,"(93000.0, 110000.0]"
1.0,4.0,109500.0,1403.0,3.0,78.0,40.2344641,-3.7698584,False,"(93000.0, 110000.0]"
2.0,2.4203319502074687,500000.0,4545.0,3.0,110.0,40.4630782,-3.6705719,True,"(450000.0, 550000.0]"
2.0,3.0,475000.0,4318.000000000001,3.0,110.0,40.453554,-3.5893694,False,"(450000.0, 550000.0]"
2.0,2.4203319502074687,51738.0,718000.0,2.0,72.0,40.2843116,-3.2078052,True,"(19999.999, 93000.0]"
1.0,4.0,175000.0,3240.0,1.0,54.0,40.43024310000001,-3.6410361,False,"(165000.0, 178000.0]"
2.0,1.0,178000.0,1780.0,3.0,100.0,40.62654149999999,-4.0015501,False,"(165000.0, 178000.0]"
2.0,2.4203319502074687,650000.0,6018.0,3.0,108.0,40.4442671,-3.6724358,True,"(550000.0, 715000.0]"
2.0,2.4203319502074687,382500.0,3787.0,2.0,101.0,40.445911,-3.7118793,True,"(380000.0, 450000.0]"
2.0,2.0,195000.0,1893.0,2.0,103.0,40.6382408,-4.0068334,False,"(190000.0, 209000.0]"
2.0,1.0,639000.0,4733.000000000001,4.0,135.0,40.4167412,-3.6715518,False,"(550000.0, 715000.0]"
1.0,3.0,125000.0,2906.0,2.0,43.0,40.5759875,-4.0082266,False,"(124000.0, 133900.0]"
2.0,0.0,289900.0,3058.9999999999995,3.0,95.0,40.4746363,-3.5791753,False,"(288800.0, 330000.0]"
2.0,4.0,155000.0,1519.0000000000002,3.0,102.0,40.1866012,-3.6892023,False,"(143417.5, 155000.0]"
2.0,2.0,266000.0,2180.0,2.0,122.0,40.4832102,-3.3670414,False,"(257000.0, 288800.0]"
1.0,1.0,140000.0,1555.0,4.0,90.0,40.3924334,-3.758293699999999,False,"(133900.0, 143417.5]"
2.0,5.0,179451.0,2269.0,2.0,79.0,40.4635994,-3.4814658,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,208724.0,4258.999999999999,2.0,49.0,40.2294954,-3.9919407,True,"(190000.0, 209000.0]"
1.0,4.0,374900.0,5767.0,3.0,65.0,40.438168,-3.690905,False,"(330000.0, 380000.0]"
1.0,1.0,193000.0,2969.0,1.0,65.0,40.4902752,-3.8846148,False,"(190000.0, 209000.0]"
1.0,1.0,240000.0,2758.0,2.0,87.0,40.455227,-3.7028454,False,"(230000.0, 257000.0]"
2.0,1.0,349900.0,3623.9999999999995,3.0,97.0,40.4746363,-3.5791753,False,"(330000.0, 380000.0]"
1.0,1.0,186000.0,2354.0,3.0,79.0,40.2974173,-3.8370193,False,"(178000.0, 190000.0]"
2.0,2.0,74300.0,1017.0000000000001,2.0,73.0,40.8233408,-3.6748439,False,"(19999.999, 93000.0]"
1.0,2.4203319502074687,114470.0,2861.0,1.0,40.0,40.399401,-3.66448,True,"(110000.0, 124000.0]"
2.0,2.4203319502074687,250000.0,2525.0,3.0,99.0,40.5016132,-3.3693586,True,"(230000.0, 257000.0]"
2.0,1.0,212000.0,2717.0,2.0,78.0,40.4481075,-3.9975566,False,"(209000.0, 230000.0]"
2.0,2.4203319502074687,950000.0,3740.0,3.0,254.0,40.4223818,-3.6921742,True,"(715000.0, 1095000.0]"
3.0,1.0,599000.0,2995.0,5.0,200.0,40.4459167,-3.7302682,False,"(550000.0, 715000.0]"
2.0,2.4203319502074687,225000.0,1973.0,3.0,114.0,40.3544121,-3.7003632,True,"(209000.0, 230000.0]"
1.0,2.4203319502074687,100000.0,1315.0,3.0,76.0,40.353177,-3.806637,True,"(93000.0, 110000.0]"
1.0,0.0,90000.0,1084.0,2.0,83.0,40.7406497,-4.0568488,False,"(19999.999, 93000.0]"
1.0,2.0,170000.0,2833.0,3.0,60.0,40.4013193,-3.663347,False,"(165000.0, 178000.0]"
2.0,2.4203319502074687,342900.0,2881.0,3.0,119.0,40.4611173,-3.4678608,True,"(330000.0, 380000.0]"
1.0,2.4203319502074687,115000.0,1916.0,1.0,60.0,40.5028679,-4.0489216,True,"(110000.0, 124000.0]"
1.0,2.0,150000.0,1611.9999999999998,3.0,93.0,40.6585256,-4.0413878,False,"(143417.5, 155000.0]"
2.0,4.0,261000.0,2690.0,3.0,97.0,40.4351893,-3.6438101,False,"(257000.0, 288800.0]"
1.0,1.0,99300.0,1712.0,2.0,58.0,40.3325476,-3.7706651,False,"(93000.0, 110000.0]"
2.0,2.4203319502074687,245000.0,2008.0,3.0,122.0,40.6226405,-3.9082735,True,"(230000.0, 257000.0]"
2.0,4.0,196000.0,2419.0,3.0,81.0,40.2974173,-3.8370193,False,"(190000.0, 209000.0]"
3.0,2.4203319502074687,560000.0,4306.999999999999,4.0,130.0,40.473685,-3.6718324,True,"(550000.0, 715000.0]"
2.0,2.0,94310.0,1002.9999999999999,3.0,94.0,40.3563823,-4.326549,False,"(93000.0, 110000.0]"
2.0,4.0,269000.0,3586.0000000000005,2.0,75.0,40.4450097,-3.5834117,False,"(257000.0, 288800.0]"
2.0,2.4203319502074687,220000.0,2588.0,2.0,85.0,40.45113,-3.4632324,True,"(209000.0, 230000.0]"
2.0,2.4203319502074687,568000.0,5916.0,2.0,96.0,40.473685,-3.6718324,True,"(550000.0, 715000.0]"
2.0,2.4203319502074687,625000.0,4770.0,5.0,131.0,40.44319710000001,-3.7023073,True,"(550000.0, 715000.0]"
1.0,1.0,148000.0,1946.9999999999998,1.0,76.0,40.2762852,-3.7991455,False,"(143417.5, 155000.0]"
5.0,2.4203319502074687,2000000.0,6024.0,4.0,332.0,40.4338618,-3.695287,True,"(1095000.0, 19220600.0]"
2.0,1.0,2560000.0,6632.000000000002,4.0,386.0,40.4286424,-3.6944345,False,"(1095000.0, 19220600.0]"
3.0,3.0,2650000.0,10392.000000000002,3.0,255.0,40.4152606,-3.6844995,False,"(1095000.0, 19220600.0]"
2.0,1.0,179000.0,1376.0,4.0,130.0,40.6246704,-4.0100067,False,"(178000.0, 190000.0]"
2.0,1.0,255983.0,1541.9999999999998,3.0,166.0,40.48049169999999,-3.3930413,False,"(230000.0, 257000.0]"
1.0,2.4203319502074687,340000.0,4250.0,3.0,80.0,40.4467992,-3.6769656,True,"(330000.0, 380000.0]"
1.0,2.0,166400.0,1956.9999999999998,2.0,85.0,40.386029,-3.669296,False,"(165000.0, 178000.0]"
2.0,2.4203319502074687,375000.0,3676.0,3.0,102.0,40.3930254,-3.6990739,True,"(330000.0, 380000.0]"
2.0,2.4203319502074687,295000.0,2500.0,2.0,118.0,40.428817,-3.6053791,True,"(288800.0, 330000.0]"
2.0,2.4203319502074687,466800.0,4576.000000000001,2.0,102.0,40.49494780000001,-3.6583247,True,"(450000.0, 550000.0]"
2.0,1.0,74300.0,1010.0,2.0,74.0,40.8238913,-3.6749374,False,"(19999.999, 93000.0]"
3.0,3.0,625000.0,3858.0,4.0,162.0,40.466243,-3.691522,False,"(550000.0, 715000.0]"
1.0,3.0,140000.0,1666.0,3.0,84.0,40.6298612,-4.0119219,False,"(133900.0, 143417.5]"
2.0,2.4203319502074687,748000.0,7480.0,2.0,100.0,40.417955,-3.714311999999999,True,"(715000.0, 1095000.0]"
1.0,2.4203319502074687,27000.0,675000.0,2.0,40.0,40.3635617,-4.4035034,True,"(19999.999, 93000.0]"
1.0,5.0,43650.0,641000.0,2.0,68.0,40.1402665,-3.4221687,False,"(19999.999, 93000.0]"
1.0,5.0,190000.0,1583.0000000000002,3.0,120.0,40.4638917,-3.4674875,False,"(178000.0, 190000.0]"
2.0,1.0,199000.0,1530.0,3.0,130.0,40.5806743,-4.0112295,False,"(190000.0, 209000.0]"
1.0,2.4203319502074687,155000.0,3038.9999999999995,1.0,51.0,40.4361723,-3.6371661,True,"(143417.5, 155000.0]"
2.0,4.0,199900.0,2221.0,3.0,90.0,40.29678029999999,-3.7926281,False,"(190000.0, 209000.0]"
2.0,2.0,85300.0,870000.0,2.0,98.0,40.1681485,-3.275967,False,"(19999.999, 93000.0]"
1.0,0.0,224000.0,4480.0,3.0,50.0,40.3626807,-3.9139109,False,"(209000.0, 230000.0]"
1.0,1.0,105000.0,1179.0,3.0,89.0,40.3354668,-3.3916191,False,"(93000.0, 110000.0]"
1.0,1.0,129000.0,1720.0,3.0,75.0,40.4948953,-3.6879023,False,"(124000.0, 133900.0]"
2.0,2.4203319502074687,450000.0,3947.0,2.0,114.0,40.4249497,-3.6793947,True,"(380000.0, 450000.0]"
2.0,2.4203319502074687,647000.0,4721.999999999999,4.0,137.0,40.4282117,-3.6644255,True,"(550000.0, 715000.0]"
1.0,2.0,194500.0,2946.0,1.0,66.0,40.4822023,-3.3681342,False,"(190000.0, 209000.0]"
3.0,4.0,289990.0,1074.0,4.0,270.0,40.2406435,-3.76424,False,"(288800.0, 330000.0]"
1.0,3.0,93500.0,1168.0,3.0,80.0,40.2591225,-3.8220907,False,"(93000.0, 110000.0]"
1.0,4.0,234999.0,3916.0000000000005,2.0,60.0,40.4084422,-3.7007926,False,"(230000.0, 257000.0]"
1.0,2.4203319502074687,359000.0,8347.999999999998,1.0,43.0,40.4233716,-3.7077922,True,"(330000.0, 380000.0]"
2.0,3.0,175000.0,1250.0,5.0,140.0,40.3395538,-3.717536,False,"(165000.0, 178000.0]"
1.0,3.0,135000.0,2647.0,1.0,51.0,40.427373,-3.6557329,False,"(133900.0, 143417.5]"
2.0,1.0,148000.0,1057.0,2.0,140.0,40.4384042,-3.7310492,False,"(143417.5, 155000.0]"
2.0,2.4203319502074687,370000.0,2569.0,3.0,144.0,40.4788292,-3.3651437,True,"(330000.0, 380000.0]"
3.0,2.4203319502074687,800000.0,3252.0,5.0,246.0,40.4548456,-3.6946218,True,"(715000.0, 1095000.0]"
1.0,2.4203319502074687,133900.0,1912.0,3.0,70.0,40.4623834,-3.4839521,True,"(124000.0, 133900.0]"
1.0,2.4203319502074687,120000.0,1690.0,2.0,71.0,40.157955,-3.6192473,True,"(110000.0, 124000.0]"
1.0,2.0,105000.0,1720.9999999999998,2.0,61.0,40.7102483,-3.9954969,False,"(93000.0, 110000.0]"
3.0,2.4203319502074687,68000.0,623000.0,4.0,109.0,40.41930380000001,-3.174655,True,"(19999.999, 93000.0]"
1.0,1.0,177000.0,2298.0,2.0,77.0,40.3511158,-3.6922494,False,"(165000.0, 178000.0]"
1.0,2.4203319502074687,329000.0,4112.0,3.0,80.0,40.4792542,-3.704680199999999,True,"(288800.0, 330000.0]"
1.0,1.0,302000.0,2822.0,4.0,107.0,40.43335159999999,-3.6476588,False,"(288800.0, 330000.0]"
2.0,1.0,220000.0,1946.0,4.0,113.0,40.4382203,-3.6353769,False,"(209000.0, 230000.0]"
1.0,4.0,120000.0,1518.0,3.0,79.0,40.2425713,-3.7617845,False,"(110000.0, 124000.0]"
3.0,2.4203319502074687,950000.0,6167.999999999997,3.0,154.0,40.4719186,-3.7169432,True,"(715000.0, 1095000.0]"
4.0,2.4203319502074687,795000.0,3368.0000000000005,4.0,236.0,40.4794969,-3.737771699999999,True,"(715000.0, 1095000.0]"
2.0,3.0,235000.0,1382.0,4.0,170.0,40.5795317,-4.1360645,False,"(230000.0, 257000.0]"
2.0,1.0,950000.0,4241.000000000001,3.0,224.0,40.4233716,-3.7077922,False,"(715000.0, 1095000.0]"
2.0,4.0,933000.0,5723.0,3.0,163.0,40.423765,-3.6977992,False,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,675000.0,4166.0,3.0,162.0,40.4442671,-3.6724358,True,"(550000.0, 715000.0]"
1.0,2.4203319502074687,320402.0,6282.0,1.0,51.0,40.4354015,-3.6709916,True,"(288800.0, 330000.0]"
1.0,2.4203319502074687,57000.0,950000.0,2.0,60.0,40.22772579999999,-3.4382195,True,"(19999.999, 93000.0]"
2.0,2.4203319502074687,154000.0,1925.0,2.0,80.0,40.2016981,-3.7999099,True,"(143417.5, 155000.0]"
1.0,2.0,156000.0,2136.0,3.0,73.0,40.3826797,-3.7714464,False,"(155000.0, 165000.0]"
2.0,4.0,615000.0,3617.0,4.0,170.0,40.4417447,-3.6959984,False,"(550000.0, 715000.0]"
2.0,5.0,684900.0,2865.0,4.0,239.0,40.453798,-3.613887,False,"(550000.0, 715000.0]"
1.0,2.4203319502074687,625000.0,6720.0,1.0,93.0,40.4338618,-3.695287,True,"(550000.0, 715000.0]"
2.0,3.0,234990.0,1702.0,3.0,138.0,40.3230369,-3.727221,False,"(230000.0, 257000.0]"
2.0,2.4203319502074687,474700.0,2966.0,3.0,160.0,40.6032753,-4.1285212,True,"(450000.0, 550000.0]"
1.0,3.0,99000.0,961000.0,3.0,103.0,40.7406497,-4.0568488,False,"(93000.0, 110000.0]"
2.0,2.4203319502074687,195000.0,1950.0,3.0,100.0,40.2596169,-3.8209585,True,"(190000.0, 209000.0]"
1.0,2.4203319502074687,76000.0,1085.0,1.0,70.0,40.3897167,-3.7072985,True,"(19999.999, 93000.0]"
1.0,3.0,195000.0,2378.0,4.0,82.0,40.3943497,-3.7374554,False,"(190000.0, 209000.0]"
1.0,1.0,205000.0,2411.0,3.0,85.0,40.659481,-4.0238132,False,"(190000.0, 209000.0]"
1.0,2.4203319502074687,110000.0,1571.0,2.0,70.0,40.157955,-3.6192473,True,"(93000.0, 110000.0]"
2.0,2.4203319502074687,159200.0,2307.0,1.0,69.0,40.5539468,-3.3263003,True,"(155000.0, 165000.0]"
1.0,3.0,100000.0,2000.0,1.0,50.0,40.2762852,-3.7991455,False,"(93000.0, 110000.0]"
2.0,2.4203319502074687,209000.0,1833.0000000000002,3.0,114.0,40.3043095,-3.925647399999999,True,"(190000.0, 209000.0]"
1.0,2.4203319502074687,299000.0,6952.999999999999,1.0,43.0,40.4354015,-3.6709916,True,"(288800.0, 330000.0]"
2.0,2.0,180000.0,1935.0,3.0,93.0,40.7406497,-4.0568488,False,"(178000.0, 190000.0]"
2.0,2.4203319502074687,226990.0,1681.0,3.0,135.0,40.2257195,-3.7754996,True,"(209000.0, 230000.0]"
1.0,4.0,116000.0,1247.0,4.0,93.0,40.1971178,-3.6812621,False,"(110000.0, 124000.0]"
2.0,1.0,239000.0,2569.0,2.0,93.0,40.4855844,-3.347435,False,"(230000.0, 257000.0]"
2.0,2.4203319502074687,522000.0,3702.0,3.0,141.0,40.4265323,-3.7178412,True,"(450000.0, 550000.0]"
1.0,1.0,174000.0,1831.0,3.0,95.0,40.6621635,-4.031169000000001,False,"(165000.0, 178000.0]"
1.0,2.4203319502074687,270000.0,3375.0,3.0,80.0,40.4266668,-3.658022599999999,True,"(257000.0, 288800.0]"
3.0,2.4203319502074687,197700.0,1123.0,4.0,176.0,40.4994875,-4.0675491,True,"(190000.0, 209000.0]"
2.0,3.0,210168.0,1893.0,3.0,111.0,40.3244072,-3.759279,False,"(209000.0, 230000.0]"
2.0,4.0,165000.0,1940.9999999999998,2.0,85.0,40.2369018,-3.7728153,False,"(155000.0, 165000.0]"
2.0,2.4203319502074687,670000.0,4466.0,3.0,150.0,40.4429659,-3.7848423,True,"(550000.0, 715000.0]"
2.0,2.4203319502074687,425000.0,3219.0,3.0,132.0,40.5375097,-3.8998956,True,"(380000.0, 450000.0]"
2.0,5.0,625000.0,5952.000000000001,2.0,105.0,40.3893415,-3.6899112,False,"(550000.0, 715000.0]"
3.0,7.0,795000.0,3630.0,4.0,219.0,40.4465905,-3.6973545,False,"(715000.0, 1095000.0]"
1.0,1.0,110000.0,1506.0,3.0,73.0,40.48699879999999,-3.3762178,False,"(93000.0, 110000.0]"
1.0,3.0,181000.0,2661.0,2.0,68.0,40.4354139,-3.6286414,False,"(178000.0, 190000.0]"
1.0,4.0,173000.0,2932.0,2.0,59.0,40.3666549,-3.7566907,False,"(165000.0, 178000.0]"
2.0,8.0,894999.0,6883.999999999999,3.0,130.0,40.4419465,-3.6973587,False,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,315000.0,2603.0,4.0,121.0,40.4886845,-3.6561383,True,"(288800.0, 330000.0]"
2.0,2.0,148000.0,1557.0,3.0,95.0,40.3519065,-3.5357334,False,"(143417.5, 155000.0]"
3.0,2.0,490000.0,3062.0,4.0,160.0,40.5193195,-3.9227055,False,"(450000.0, 550000.0]"
2.0,2.4203319502074687,750000.0,5281.000000000002,3.0,142.0,40.4419465,-3.6973587,True,"(715000.0, 1095000.0]"
1.0,1.0,169000.0,1920.0,3.0,88.0,40.3822945,-3.7087872,False,"(165000.0, 178000.0]"
2.0,2.4203319502074687,800000.0,7272.0,2.0,110.0,40.4249497,-3.6793947,True,"(715000.0, 1095000.0]"
1.0,1.0,147600.0,2170.0,2.0,68.0,40.3896564,-3.7408204,False,"(143417.5, 155000.0]"
1.0,1.0,79000.0,705000.0,3.0,112.0,40.511368,-4.2948298,False,"(19999.999, 93000.0]"
1.0,2.0,195000.0,2166.0,3.0,90.0,40.509206,-3.3457079,False,"(190000.0, 209000.0]"
1.0,2.4203319502074687,395000.0,4488.0,3.0,88.0,40.4121804,-3.6671544,True,"(380000.0, 450000.0]"
2.0,0.0,950000.0,4523.0,4.0,210.0,40.46452559999999,-3.683678,False,"(715000.0, 1095000.0]"
1.0,2.4203319502074687,112322.0,1517.0,2.0,74.0,40.3957593,-3.4843829,True,"(110000.0, 124000.0]"
4.0,1.0,3100000.0,8051.0,4.0,385.0,40.4404313,-3.6798982,False,"(1095000.0, 19220600.0]"
2.0,2.4203319502074687,395000.0,4081.0000000000005,2.0,97.0,40.4410641,-3.880765,True,"(380000.0, 450000.0]"
2.0,2.4203319502074687,3010000.0,12437.999999999998,2.0,242.0,40.415072,-3.6932785,True,"(1095000.0, 19220600.0]"
2.0,1.0,122000.0,1694.0,1.0,72.0,40.6621635,-4.031169000000001,False,"(110000.0, 124000.0]"
